sample_name,ECG_HR,seg_drscc,mmw_HR_drscc,raw_CEP_HR,AMP_CEP_HR,BP_CEP_HR,Median_CEP_HR,Wavelet_CEP_HR,AMP->BP_CEP_HR,AMP->Median_CEP_HR,AMP->Wavelet_CEP_HR,BP->AMP_CEP_HR,BP->Median_CEP_HR,BP->Wavelet_CEP_HR,Median->AMP_CEP_HR,Median->BP_CEP_HR,Median->Wavelet_CEP_HR,Wavelet->AMP_CEP_HR,Wavelet->BP_CEP_HR,Wavelet->Median_CEP_HR,best_filter
sample_35,97.0,"[29.70, 59.70]",103.12499999999854,49.99999999999929,49.99999999999929,49.99999999999929,99.99999999999858,99.99999999999858,49.99999999999929,99.99999999999858,149.99999999999787,49.99999999999929,99.99999999999858,99.99999999999858,99.99999999999858,49.99999999999929,99.99999999999858,149.99999999999787,49.99999999999929,149.99999999999787,Median
sample_36,99.0,"[5.94, 35.94]",83.7890625000003,42.85714285714301,42.85714285714301,42.85714285714301,87.50000000000031,150.00000000000054,42.85714285714301,87.50000000000031,150.00000000000054,42.85714285714301,100.00000000000036,150.00000000000054,87.50000000000031,55.0000000000002,100.00000000000036,150.00000000000054,150.00000000000054,150.00000000000054,Median->Wavelet
sample_37,99.0,"[11.24, 41.24]",68.55468750000024,50.00000000000018,50.00000000000018,50.00000000000018,100.00000000000036,100.00000000000036,50.00000000000018,100.00000000000036,100.00000000000036,50.00000000000018,100.00000000000036,100.00000000000036,100.00000000000036,42.85714285714301,100.00000000000036,100.00000000000036,60.00000000000021,150.00000000000054,Median
sample_38,107.0,"[17.83, 47.83]",81.12890624990132,50.16666666660565,50.16666666660565,55.18333333326622,100.3333333332113,150.49999999981696,55.18333333326622,100.3333333332113,150.49999999981696,55.18333333326622,100.3333333332113,150.49999999981696,87.79166666655989,42.9999999999477,100.3333333332113,150.49999999981696,50.16666666660565,150.49999999981696,Median
sample_39,105.0,"[16.24, 46.24]",55.8105468750002,50.00000000000018,50.00000000000018,50.00000000000018,100.00000000000036,100.00000000000036,50.00000000000018,100.00000000000036,125.00000000000045,50.00000000000018,100.00000000000036,100.00000000000036,100.00000000000036,55.0000000000002,100.00000000000036,100.00000000000036,150.00000000000054,100.00000000000036,Median
sample_40,86.0,"[1.97, 31.97]",85.40039062500031,50.00000000000018,50.00000000000018,50.00000000000018,100.00000000000036,150.00000000000054,50.00000000000018,100.00000000000036,150.00000000000054,50.00000000000018,100.00000000000036,150.00000000000054,100.00000000000036,50.00000000000018,100.00000000000036,100.00000000000036,50.00000000000018,150.00000000000054,Median
sample_41,95.0,"[25.60, 55.60]",83.20312499999882,49.99999999999929,49.99999999999929,54.99999999999922,99.99999999999858,99.99999999999858,54.99999999999922,99.99999999999858,99.99999999999858,59.99999999999915,99.99999999999858,99.99999999999858,99.99999999999858,49.99999999999929,99.99999999999858,99.99999999999858,49.99999999999929,149.99999999999787,Median
sample_42,101.0,"[15.11, 45.11]",99.46289062500036,50.00000000000018,50.00000000000018,50.00000000000018,100.00000000000036,150.00000000000054,50.00000000000018,100.00000000000036,150.00000000000054,50.00000000000018,100.00000000000036,150.00000000000054,100.00000000000036,50.00000000000018,100.00000000000036,150.00000000000054,50.00000000000018,150.00000000000054,Median
sample_43,105.0,"[20.73, 50.73]",98.87695312500034,50.00000000000018,50.00000000000018,50.00000000000018,100.00000000000036,100.00000000000036,50.00000000000018,100.00000000000036,150.00000000000054,50.00000000000018,100.00000000000036,100.00000000000036,100.00000000000036,50.00000000000018,100.00000000000036,100.00000000000036,50.00000000000018,100.00000000000036,Median
sample_44,101.0,"[9.98, 39.98]",51.708984375000185,50.00000000000018,50.00000000000018,50.00000000000018,100.00000000000036,100.00000000000036,50.00000000000018,100.00000000000036,150.00000000000054,50.00000000000018,100.00000000000036,125.00000000000045,100.00000000000036,50.00000000000018,100.00000000000036,100.00000000000036,50.00000000000018,150.00000000000054,Median
sample_45,93.0,"[24.05, 54.05]",82.74560546865084,50.166666666606545,50.166666666606545,50.166666666606545,87.79166666656145,150.49999999981964,50.166666666606545,87.79166666656145,150.49999999981964,60.199999999927854,100.33333333321309,100.33333333321309,100.33333333321309,46.58333333327751,100.33333333321309,150.49999999981964,50.166666666606545,150.49999999981964,Median
sample_46,98.0,"[2.28, 32.28]",114.5507812500004,60.00000000000021,60.00000000000021,60.00000000000021,100.00000000000036,150.00000000000054,60.00000000000021,100.00000000000036,150.00000000000054,60.00000000000021,100.00000000000036,125.00000000000045,100.00000000000036,50.00000000000018,100.00000000000036,150.00000000000054,50.00000000000018,150.00000000000054,Median
