sample_name,ECG_HR,seg_drscc,mmw_HR_drscc,start,end,raw_HR,ABP_HR,EMD_HR,ROS_HR,LEN_HR,ABP→EMD_HR,ABP→ROS_HR,ABP→LEN_HR,EMD→ABP_HR,EMD→ROS_HR,EMD→LEN_HR,ROS→ABP_HR,ROS→EMD_HR,ROS→LEN_HR,LEN→ABP_HR,LEN→EMD_HR,LEN→ROS_HR
sample_0,95.0,"[10.75, 40.75]",106.93359375000038,10.75,40.75,70.31250000000026,70.31250000000026,106.64062500000037,144.1406250000005,71.48437500000026,70.31250000000026,67.96875000000024,69.14062500000024,106.64062500000037,149.41406250000054,105.46875000000037,144.7265625000005,105.46875000000037,104.88281250000037,71.48437500000026,104.88281250000037,145.8984375000005
sample_1,108.0,"[0.74, 30.74]",60.49804687500021,0.74,30.74,149.41406250000054,149.41406250000054,149.41406250000054,149.41406250000054,149.41406250000054,149.41406250000054,149.41406250000054,149.41406250000054,149.41406250000054,149.41406250000054,149.41406250000054,149.41406250000054,149.41406250000054,149.41406250000054,149.41406250000054,149.41406250000054,149.41406250000054
sample_2,104.0,"[19.54, 49.54]",143.2617187500005,19.54,49.54,106.05468750000037,106.05468750000037,106.05468750000037,87.30468750000031,77.34375000000028,106.05468750000037,104.88281250000037,106.64062500000037,106.05468750000037,106.64062500000037,107.22656250000038,96.09375000000034,112.5000000000004,140.6250000000005,77.34375000000028,106.64062500000037,141.2109375000005
sample_3,94.0,"[11.90, 41.90]",62.10937500000023,11.9,41.9,62.10937500000023,62.10937500000023,63.28125000000023,61.52343750000021,62.10937500000023,62.69531250000023,62.10937500000023,67.38281250000024,63.28125000000023,66.21093750000024,64.45312500000023,61.52343750000021,66.79687500000024,62.10937500000023,62.69531250000023,67.96875000000024,66.79687500000024
sample_4,91.0,"[27.16, 57.16]",56.8359374999992,27.16,57.16,57.42187499999919,85.54687499999879,86.13281249999878,57.42187499999919,85.54687499999879,86.13281249999878,87.30468749999876,83.78906249999882,86.13281249999878,56.8359374999992,84.3749999999988,57.42187499999919,80.27343749999885,56.8359374999992,85.54687499999879,86.13281249999878,58.59374999999917
sample_5,86.0,"[4.50, 34.50]",63.63916015617259,4.5,34.5,67.01953124991849,88.18359374989274,89.35937499989132,88.18359374989274,67.01953124991849,89.35937499989132,88.18359374989274,87.59570312489346,89.35937499989132,91.12304687488916,87.59570312489346,88.18359374989274,88.77148437489203,87.59570312489346,67.01953124991849,123.45703124984982,87.59570312489346
sample_6,93.0,"[3.15, 33.15]",65.18554687500023,3.15,33.15,60.35156250000021,101.95312500000036,101.36718750000036,64.45312500000023,63.28125000000023,101.95312500000036,108.39843750000038,102.53906250000036,101.95312500000036,112.5000000000004,102.53906250000036,120.11718750000043,118.35937500000043,65.03906250000023,63.28125000000023,103.12500000000037,64.45312500000023
sample_7,94.0,"[14.89, 44.89]",81.1523437500003,14.89,44.89,79.68750000000028,79.68750000000028,133.00781250000048,131.83593750000048,80.27343750000028,79.68750000000028,79.10156250000028,80.27343750000028,133.00781250000048,132.42187500000048,131.25000000000048,132.42187500000048,132.42187500000048,133.00781250000048,132.42187500000048,131.83593750000048,131.83593750000048
sample_8,98.0,"[28.82, 58.82]",64.30664062499908,28.82,58.82,149.41406249999787,149.41406249999787,104.29687499999852,108.98437499999845,94.33593749999865,149.41406249999787,149.41406249999787,149.41406249999787,104.88281249999851,104.88281249999851,93.74999999999866,109.57031249999844,108.98437499999845,95.50781249999864,94.92187499999865,94.92187499999865,149.41406249999787
sample_9,91.0,"[14.42, 44.42]",102.09960937500036,14.42,44.42,101.95312500000036,101.95312500000036,102.53906250000036,102.53906250000036,102.53906250000036,101.95312500000036,102.53906250000036,102.53906250000036,102.53906250000036,102.53906250000036,102.53906250000036,102.53906250000036,102.53906250000036,102.53906250000036,102.53906250000036,102.53906250000036,102.53906250000036
sample_10,97.0,"[8.15, 38.15]",54.05273437500019,8.15,38.15,70.89843750000026,70.89843750000026,96.09375000000034,71.48437500000026,70.89843750000026,71.48437500000026,70.31250000000026,71.48437500000026,96.09375000000034,98.43750000000034,96.09375000000034,71.48437500000026,99.02343750000034,70.31250000000026,70.31250000000026,96.67968750000034,99.60937500000036
