# source_file=sample_38.dat
# source_path=D:/mmwave-heart-rate-monitoring-demo/data/AWR_unsteady\raw\mmWave\sample_38.dat
# frames_used=301
# fs=5.016666666666667
# duration_s=60.0
# selected_range_bin=17
# median_snr_score=3001.0
# bandpass_hz=0.80-2.50
time,LSB
0.000000000000,-0.059331194
0.199335548173,0.034670172
0.398671096346,0.134975970
0.598006644518,-0.106496077
0.797342192691,-0.239238141
0.996677740864,0.054447089
1.196013289037,0.140588044
1.395348837209,-0.020533159
1.594684385382,-0.504427057
1.794019933555,-0.146866110
1.993355481728,0.580511824
2.192691029900,0.198835722
2.392026578073,-0.379761733
2.591362126246,-0.521682895
2.790697674419,-0.015637782
2.990033222591,0.650346291
3.189368770764,-0.390757602
3.388704318937,0.021375950
3.588039867110,-0.226471978
3.787375415282,0.092428025
3.986710963455,-0.014875147
4.186046511628,0.005512320
4.385382059801,-0.099589138
4.584717607973,-0.118742040
4.784053156146,-0.112767789
4.983388704319,-0.001270074
5.182724252492,0.306154687
5.382059800664,-0.178322805
5.581395348837,-0.247476435
5.780730897010,0.003403473
5.980066445183,0.012711386
6.179401993355,-0.046906102
6.378737541528,-0.137857342
6.578073089701,0.003414789
6.777408637874,0.409473323
6.976744186047,-0.560804487
7.176079734219,0.193490045
7.375415282392,-0.319988189
7.574750830565,-0.074786781
7.774086378738,0.139137289
7.973421926910,0.337139384
8.172757475083,-0.189618885
8.372093023256,-0.148935098
8.571428571429,-0.587166975
8.770764119601,0.300372371
8.970099667774,0.049728560
9.169435215947,0.486881610
9.368770764120,-0.422136300
9.568106312292,-0.518493587
9.767441860465,0.439252223
9.966777408638,-0.142064644
10.166112956811,-0.340540716
10.365448504983,0.559243115
10.564784053156,-0.297026257
10.764119601329,0.067020389
10.963455149502,-0.567881854
11.162790697674,0.508403145
11.362126245847,-0.506321224
11.561461794020,0.614776590
11.760797342193,-0.323729755
11.960132890365,0.018762660
12.159468438538,-0.716677359
12.358803986711,0.483235984
12.558139534884,0.215284619
12.757475083056,-0.010145641
12.956810631229,-0.336249677
13.156146179402,-0.295855229
13.355481727575,0.162406263
13.554817275748,0.169502482
13.754152823920,-0.003500000
13.953488372093,-0.292179016
14.152823920266,0.231219902
14.352159468439,-0.521678365
14.551495016611,0.303977606
14.750830564784,-0.134639392
14.950166112957,0.229947611
15.149501661130,-0.218544849
15.348837209302,-0.137925044
15.548172757475,-0.111894461
15.747508305648,0.074580271
15.946843853821,0.084434683
16.146179401993,0.090588687
16.345514950166,-0.507607715
16.544850498339,-0.100787126
16.744186046512,0.426335668
16.943521594684,0.051411945
17.142857142857,-0.313780527
17.342192691030,0.040710117
17.541528239203,-0.153188016
17.740863787375,-0.342645110
17.940199335548,0.014331450
18.139534883721,0.575187833
18.338870431894,0.126579745
18.538205980066,-0.330028074
18.737541528239,-0.730280076
18.936877076412,-0.068182993
19.136212624585,1.000000000
19.335548172757,-0.429117534
19.534883720930,-0.516721980
19.734219269103,0.594205902
19.933554817276,-0.429123130
20.132890365449,0.487847415
20.332225913621,-0.958863252
20.531561461794,0.033091412
20.730897009967,0.879216981
20.930232558140,-0.149865281
21.129568106312,-0.788895878
21.328903654485,0.463912800
21.528239202658,-0.443273689
21.727574750831,-0.127798131
21.926910299003,0.755339048
22.126245847176,0.057503859
22.325581395349,-0.908113883
22.524916943522,-0.166655084
22.724252491694,0.557685798
22.923588039867,-0.349874944
23.122923588040,0.588790305
23.322259136213,-0.386125372
23.521594684385,-0.666933145
23.720930232558,0.741481037
23.920265780731,-0.421486790
24.119601328904,0.348809884
24.318936877076,-0.774455498
24.518272425249,0.598356944
24.717607973422,-0.090151466
24.916943521595,-0.198701991
25.116279069767,-0.012767832
25.315614617940,-0.086839519
25.514950166113,-0.073168073
25.714285714286,0.135390455
25.913621262458,-0.041472329
26.112956810631,-0.090517235
26.312292358804,-0.249657077
26.511627906977,0.004008344
26.710963455150,0.116836014
26.910299003322,0.051344868
27.109634551495,0.256846803
27.308970099668,-0.811220331
27.508305647841,-0.120816550
27.707641196013,0.766570738
27.906976744186,-0.031339634
28.106312292359,-0.915100772
28.305647840532,0.423470639
28.504983388704,0.169326440
28.704318936877,-0.109480403
28.903654485050,-0.295955995
