sample_name,ECG_HR,seg_drscc,mmw_HR_drscc,start,end,raw_HR,AMP_HR,BP_HR,Median_HR,Wavelet_HR,AMP->BP_HR,AMP->Median_HR,AMP->Wavelet_HR,BP->AMP_HR,BP->Median_HR,BP->Wavelet_HR,Median->AMP_HR,Median->BP_HR,Median->Wavelet_HR,Wavelet->AMP_HR,Wavelet->BP_HR,Wavelet->Median_HR
sample_29,91.0,"[1.54, 31.54]",127.73840894601751,1.54,31.54,124.87267853052214,124.87267853052214,124.87267853052214,70.2408816734187,124.87267853052214,124.87267853052214,70.2408816734187,124.87267853052214,124.87267853052214,70.2408816734187,124.87267853052214,70.2408816734187,70.2408816734187,70.2408816734187,124.87267853052214,124.87267853052214,70.2408816734187
sample_30,87.0,"[9.09, 39.09]",127.96379782004844,9.09,39.09,124.94391319926538,124.94391319926538,124.94391319926538,179.606875223944,101.51692947440313,124.94391319926538,179.606875223944,101.51692947440313,124.94391319926538,62.47195659963269,124.94391319926538,179.606875223944,62.47195659963269,179.606875223944,101.51692947440313,101.51692947440313,62.47195659963269
sample_31,94.0,"[9.74, 39.74]",177.9080474912616,9.74,39.74,179.67797317813864,179.67797317813864,132.80545843601553,179.67797317813864,54.684600532476985,132.80545843601553,179.67797317813864,54.684600532476985,132.80545843601553,70.30877211318469,132.80545843601553,179.67797317813864,70.30877211318469,62.49668632283084,54.684600532476985,54.684600532476985,54.684600532476985
sample_32,102.0,"[9.19, 39.19]",66.63996032779816,9.19,39.19,62.46161956582638,124.92323913165276,62.46161956582638,62.46161956582638,62.46161956582638,124.92323913165276,62.46161956582638,62.46161956582638,62.46161956582638,62.46161956582638,62.46161956582638,62.46161956582638,62.46161956582638,62.46161956582638,62.46161956582638,62.46161956582638,70.26932201155466
sample_33,93.0,"[29.51, 59.51]",122.52121475412724,29.51,59.51,124.99300015763518,124.99300015763518,124.99300015763518,62.49650007881759,124.99300015763518,124.99300015763518,62.49650007881759,124.99300015763518,124.99300015763518,62.49650007881759,124.99300015763518,62.49650007881759,62.49650007881759,62.49650007881759,124.99300015763518,124.99300015763518,46.87237505911319
sample_34,88.0,"[17.85, 47.85]",128.03124057186332,17.85,47.85,70.31799243803889,70.31799243803889,70.31799243803889,70.31799243803889,140.63598487607777,70.31799243803889,70.31799243803889,109.38354379250492,70.31799243803889,70.31799243803889,117.19665406339813,70.31799243803889,70.31799243803889,70.31799243803889,109.38354379250492,140.63598487607777,78.13110270893209
sample_35,86.0,"[24.83, 54.83]",133.40315863430783,24.83,54.83,132.85367193970427,132.85367193970427,132.85367193970427,70.33429690925522,125.03875006089815,132.85367193970427,70.33429690925522,125.03875006089815,132.85367193970427,70.33429690925522,125.03875006089815,70.33429690925522,70.33429690925522,70.33429690925522,125.03875006089815,125.03875006089815,62.519375030449076
sample_36,81.0,"[29.65, 59.65]",118.0897859852484,29.65,59.65,117.17436128768833,117.17436128768833,117.17436128768833,85.92786494430479,117.17436128768833,117.17436128768833,85.92786494430479,117.17436128768833,117.17436128768833,85.92786494430479,117.17436128768833,85.92786494430479,85.92786494430479,70.304616772613,117.17436128768833,117.17436128768833,46.86974451507534
sample_37,91.0,"[12.65, 42.65]",126.46242053382156,12.65,42.65,124.96744861436265,124.96744861436265,124.96744861436265,70.29418984557898,124.96744861436265,124.96744861436265,70.29418984557898,85.91512092237431,124.96744861436265,70.29418984557898,124.96744861436265,70.29418984557898,70.29418984557898,70.29418984557898,124.96744861436265,124.96744861436265,62.483724307181326
sample_38,77.0,"[1.90, 31.90]",130.42159167473295,1.9,31.9,124.96066421045758,124.96066421045758,124.96066421045758,70.29037361838239,117.15062269730399,124.96066421045758,70.29037361838239,109.34058118415038,124.96066421045758,70.29037361838239,117.15062269730399,70.29037361838239,70.29037361838239,70.29037361838239,124.96066421045758,117.15062269730399,85.91045664468959
sample_39,83.0,"[18.09, 48.09]",134.8827991708606,18.09,48.09,179.68097771901068,179.68097771901068,132.80767918361659,179.68097771901068,117.18324633848523,132.80767918361659,179.68097771901068,117.18324633848523,132.80767918361659,70.30994780309115,124.99546276105092,179.68097771901068,70.30994780309115,54.68551495795978,117.18324633848523,117.18324633848523,46.8732985353941
