sample_name,mmw_HR_raw,ECG_HR, ,seg_dtw,mmw_HR_dtw,  ,seg_drscc,mmw_HR_drscc,   ,seg_xcorr,mmw_HR_xcorr,    ,seg_gccphat,mmw_HR_gccphat,     ,seg_peaks_drift,mmw_HR_peaks_drift
sample_0,127.1064994620518,76.0,,"[23.00, 53.00]",131.97794162856843,,"[17.32, 47.32]",128.62127721720123,,"[17.32, 47.32]",128.62127721720123,,"[11.61, 41.61]",129.25070873449155,,"[15.65, 45.65]",129.70850345255943
sample_1,127.25137537832023,78.0,,"[2.80, 32.80]",127.60494972900534,,"[28.95, 58.95]",126.77596962208997,,"[28.95, 58.95]",126.77596962208997,,"[26.79, 56.79]",126.93179839919337,,"[30.00, 60.00]",126.62341129522824
sample_2,123.44623014664522,81.0,,"[30.00, 60.00]",123.4401503455695,,"[29.11, 59.11]",123.2997118933143,,"[29.11, 59.11]",123.2997118933143,,"[24.75, 54.75]",122.98239947902226,,"[29.27, 59.27]",123.2997118933143
sample_3,121.4571295238356,83.0,,"[16.80, 46.80]",120.24531264622857,,"[9.95, 39.95]",120.3697849295368,,"[9.95, 39.95]",120.3697849295368,,"[2.59, 32.59]",121.16088609213898,,"[10.49, 40.49]",120.3697849295368
sample_4,70.27013692126695,65.0,,"[27.45, 57.45]",132.61434574933187,,"[2.32, 32.32]",69.8915697234708,,"[2.32, 32.32]",69.8915697234708,,"[9.54, 39.54]",70.34713232405602,,"[4.83, 34.83]",70.04193869214212
sample_5,122.04966132861344,72.0,,"[0.90, 30.90]",72.29601710984585,,"[8.68, 38.68]",71.70864928386312,,"[8.68, 38.68]",71.70864928386312,,"[24.28, 54.28]",66.67604731230121,,"[7.14, 37.14]",71.83844738129986
sample_6,125.79401059088812,66.0,,"[27.05, 57.05]",68.19123718027507,,"[14.39, 44.39]",124.97958971917802,,"[14.39, 44.39]",124.97958971917802,,"[26.59, 56.59]",68.21230354636457,,"[13.54, 43.54]",124.94099161218182
sample_7,126.02219272179003,71.0,,"[12.60, 42.60]",126.18806752222083,,"[6.16, 36.16]",126.03193521075758,,"[6.16, 36.16]",126.03193521075758,,"[6.14, 36.14]",126.03193521075758,,"[7.05, 37.05]",125.73031153362753
sample_8,127.0135267495607,68.0,,"[30.00, 60.00]",67.28572700047268,,"[7.10, 37.10]",125.9772386884126,,"[7.10, 37.10]",125.9772386884126,,"[25.05, 55.05]",67.28572700047268,,"[8.54, 38.54]",125.9772386884126
sample_9,122.89489828977226,69.0,,"[30.00, 60.00]",67.28290963204087,,"[21.65, 51.65]",132.58307462919433,,"[21.65, 51.65]",132.58307462919433,,"[15.46, 45.46]",131.4921494544961,,"[20.62, 50.62]",132.4305049230618
sample_10,68.280447421642,72.0,,"[2.95, 32.95]",68.64715110106363,,"[18.96, 48.96]",123.88838653144738,,"[18.96, 48.96]",123.88838653144738,,"[8.54, 38.54]",124.48016732992872,,"[19.20, 49.20]",123.88838653144738
sample_11,121.83262098277378,69.0,,"[24.35, 54.35]",124.65682499899023,,"[3.61, 33.61]",122.23382182217107,,"[3.61, 33.61]",122.23382182217107,,"[23.53, 53.53]",124.47902797949992,,"[6.49, 36.49]",122.38642334690566
sample_12,115.19378960525414,69.0,,"[1.25, 31.25]",133.15019603085645,,"[29.37, 59.37]",115.49990794581065,,"[29.47, 59.47]",115.49990794581065,,"[16.46, 46.46]",115.48698622858979,,"[30.00, 60.00]",115.34733210908917
sample_13,125.80813991651512,73.0,,"[4.15, 34.15]",117.60502676333736,,"[24.61, 54.61]",125.2962835716199,,"[24.61, 54.61]",125.2962835716199,,"[23.48, 53.48]",125.29628357292307,,"[21.83, 51.83]",124.98247176423858
