sample_name,mmw_HR_raw,ECG_HR, ,seg_dtw,mmw_HR_dtw,  ,seg_drscc,mmw_HR_drscc,   ,seg_xcorr,mmw_HR_xcorr,    ,seg_gccphat,mmw_HR_gccphat,     ,seg_peaks_drift,mmw_HR_peaks_drift
sample_109,122.13509543393592,73.0,,"[30.00, 60.00]",120.22792654833418,,"[5.56, 35.56]",175.06676740325406,,"[5.56, 35.56]",175.06676740325406,,"[7.84, 37.84]",175.06676740325406,,"[3.15, 33.15]",179.94576250738567
sample_110,67.82002589625388,69.0,,"[1.90, 31.90]",133.0462600259518,,"[19.62, 49.62]",67.7667484016217,,"[19.62, 49.62]",67.7667484016217,,"[17.67, 47.67]",67.7667484016217,,"[17.81, 47.81]",67.7667484016217
sample_111,68.82113544497903,72.0,,"[25.95, 55.95]",69.41539684011924,,"[16.85, 46.85]",65.43372476675763,,"[16.85, 46.85]",65.43372476675763,,"[9.52, 39.52]",65.15775608924021,,"[16.99, 46.99]",65.43372476675763
sample_112,127.86517531135163,75.0,,"[14.70, 44.70]",127.7357702583888,,"[21.40, 51.40]",128.36073368430843,,"[21.40, 51.40]",128.36073368430843,,"[26.02, 56.02]",124.3708221079016,,"[20.30, 50.30]",128.18587800078203
sample_113,120.2557389755153,70.0,,"[20.20, 50.20]",126.75543165115644,,"[26.81, 56.81]",127.37001418018399,,"[26.81, 56.81]",127.37001418018399,,"[19.98, 49.98]",126.60289803906117,,"[29.96, 59.96]",127.51809971162326
sample_114,71.7822954919822,73.0,,"[30.00, 60.00]",132.27159881092413,,"[0.54, 30.54]",116.56622018132971,,"[0.54, 30.54]",116.56622018132971,,"[22.29, 52.29]",69.26495675527632,,"[2.21, 32.21]",116.56622018193683
sample_115,128.2814896544812,70.0,,"[28.70, 58.70]",71.22951862888826,,"[13.89, 43.89]",128.43402412494552,,"[13.89, 43.89]",128.43402412494552,,"[14.90, 44.90]",128.43402412494788,,"[13.99, 43.99]",128.43402412494552
sample_116,124.67569627067309,72.0,,"[4.65, 34.65]",120.42669404850693,,"[5.76, 35.76]",120.407490428968,,"[5.76, 35.76]",120.407490428968,,"[29.22, 59.22]",124.06528894499048,,"[6.12, 36.12]",120.407490428968
sample_117,131.01680761257307,70.0,,"[0.65, 30.65]",130.7807440093564,,"[20.48, 50.48]",128.19349842116424,,"[20.48, 50.48]",128.19349842116424,,"[29.37, 59.37]",127.27783057529878,,"[20.19, 50.19]",128.19349842116424
sample_118,179.9976453525642,69.0,,"[19.90, 49.90]",128.03562903840725,,"[20.24, 50.24]",128.03562903840725,,"[20.24, 50.24]",128.03562903840725,,"[7.01, 37.01]",128.95117387028785,,"[19.67, 49.67]",128.03562903840725
sample_119,124.67247585135908,73.0,,"[30.00, 60.00]",132.14498061973717,,"[29.31, 59.31]",132.14498061973717,,"[29.31, 59.31]",132.14498061973717,,"[17.72, 47.72]",133.06535978260112,,"[28.75, 58.75]",132.1449806211065
