# source_file=sample_41.csv
# source_path=D:\mmwave-heart-rate-monitoring-demo\data\IWR_steady\raw\mmWave\sample_41.csv
# rows_raw=750
# frames=50
# rows_used=750
# fs=10.416140254561936
# duration_s=71.90516363779703
# frame_dt_median_s=1.440072774887085
# samples_per_frame_median=15.0
# heartRate_median=61.94169998168945
time,LSB
0.000000000000,0.000000000
0.096052869161,0.000000000
0.192105738322,0.000000000
0.288158607483,0.000000000
0.384211476644,0.000000000
0.480264345805,0.000000000
0.576317214966,0.000000000
0.672370084127,0.000000000
0.768422953288,0.000000000
0.864475822449,0.000000000
0.960528691610,0.016347468
1.056581560771,0.097888172
1.152634429932,-0.167303219
1.248687299093,-0.266180515
1.344740168254,0.235327154
1.440793037415,0.000000000
1.536870272954,0.000000000
1.632947508494,0.000000000
1.729024744034,0.000000000
1.825101979574,0.000000000
1.921179215113,-0.015006431
2.017256450653,-0.090865895
2.113333686193,0.160512656
2.209410921733,0.241301179
2.305488157272,-0.246358067
2.401565392812,-0.366828084
2.497642628352,0.123693854
2.593719863892,0.286126494
2.689797099431,0.018364742
2.785874334971,-0.038198605
2.881951570511,0.013023144
2.977843840917,0.073249236
3.073736111323,-0.132382274
3.169628381729,-0.194443330
3.265520652135,0.205562755
3.361412922541,0.290273190
3.457305192947,-0.108081549
3.553197463353,-0.228178740
3.649089733760,-0.003731221
3.744982004166,0.058555312
3.840874274572,0.014372669
3.936766544978,-0.016978228
4.032658815384,-0.035077982
4.128551085790,0.149201423
4.224443356196,0.058749631
4.320335626602,0.258499444
4.416265885035,-0.099063039
4.512196143468,-0.204640597
4.608126401901,-0.000361875
4.704056660334,0.056327958
4.799986918767,-0.046691317
4.895917177200,0.060254820
4.991847435633,0.155324012
5.087777694066,-0.114181980
5.183707952499,-0.184552848
5.279638210932,0.163190573
5.375568469365,0.227224648
5.471498727798,-0.508060515
5.567428986231,-0.215529203
5.663359244665,0.711982727
5.759289503098,-0.043820824
5.855417712530,0.053856943
5.951545921961,0.143689394
6.047674131393,-0.104782030
6.143802340825,-0.174832389
6.239930550257,0.155212939
6.336058759689,0.218632251
6.432186969121,-0.502373219
6.528315178553,-0.204882085
6.624443387985,0.711948395
6.720571597417,0.383356690
6.816699806849,-0.535723448
6.912828016281,-0.356156290
7.008956225713,0.162703246
7.105084435145,0.049145222
7.201212644577,-0.025399173
7.297112305959,0.050862633
