time,ecg,hr,rr,marker
1747852667736637209,-0.07100000000000001,82,696
1747852667744323982,-0.083,,698
1747852667752010755,-0.11800000000000001
1747852667759697528,-0.169
1747852667767384301,-0.068
1747852667775071074,0.443
1747852667782757847,1.233
1747852667790444620,1.816
1747852667798131393,1.445
1747852667805818166,0.051000000000000004
1747852667813504939,-0.711
1747852667821191712,-0.251
1747852667828878485,-0.019
1747852667836565258,-0.214
1747852667844252031,-0.14200000000000002
1747852667851938804,-0.051000000000000004
1747852667859625577,-0.113
1747852667867312350,-0.096
1747852667874999123,-0.032
1747852667882685896,-0.029
1747852667890372669,-0.022
1747852667898059442,0.014
1747852667905746215,0.032
1747852667913432988,0.034
1747852667921119761,0.059000000000000004
1747852667928806534,0.093
1747852667936493307,0.113
1747852667944180080,0.137
1747852667951866853,0.179
1747852667959553626,0.211
1747852667967240399,0.228
1747852667974927172,0.251
1747852667982613945,0.28300000000000003
1747852667990300718,0.3
1747852667997987491,0.29
1747852668005674264,0.275
1747852668013361037,0.256
1747852668021047810,0.224
1747852668028734583,0.196
1747852668036421356,0.155
1747852668044108129,0.091
1747852668051794902,0.029
1747852668059481675,-0.039
1747852668067168448,-0.113
1747852668074855221,-0.164
1747852668082541994,-0.187
1747852668090228767,-0.201
1747852668097915540,-0.211
1747852668105602313,-0.20600000000000002
1747852668113289086,-0.199
1747852668120975859,-0.196
1747852668128662632,-0.192
1747852668136349405,-0.177
1747852668144036178,-0.162
1747852668151722951,-0.162
1747852668159409724,-0.16
1747852668167096497,-0.15
1747852668174783270,-0.14
1747852668182470043,-0.14
1747852668190156816,-0.145
1747852668197843589,-0.145
1747852668205530362,-0.135
1747852668213217135,-0.137
1747852668220903908,-0.14200000000000002
1747852668228590681,-0.137
1747852668236277454,-0.135
1747852668243964227,-0.135
1747852668251651000,-0.135
1747852668259337773,-0.137
1747852668267024546,-0.14
1747852668274711319,-0.13
1747852668282398092,-0.11800000000000001
1747852668290084865,-0.115
1747852668297771679,-0.11
1747852668305458731,-0.1
1747852668313145783,-0.088
1747852668320832835,-0.073
1747852668328519887,-0.078
1747852668336206939,-0.113
1747852668343893991,-0.135
1747852668351581043,-0.125
1747852668359268095,-0.113
1747852668366955147,-0.11
1747852668374642199,-0.113
1747852668382329251,-0.11
1747852668390016303,-0.098
1747852668397703355,-0.11
1747852668405390407,-0.145
1747852668413077459,-0.199
1747852668420764511,-0.196
1747852668428451563,0.145
1747852668436138615,0.888
1747852668443825667,1.605
1747852668451512719,1.6440000000000001
1747852668459199771,0.556
1747852668466886823,-0.617
1747852668474573875,-0.516
1747852668482260927,-0.076
1747852668489947979,-0.199
1747852668497635031,-0.246
1747852668505322083,-0.105
1747852668513009135,-0.123
1747852668520696187,-0.157
1747852668528383239,-0.1
1747852668536070291,-0.076
1747852668543757343,-0.078
1747852668551444395,-0.051000000000000004
1747852668559131447,-0.029
1747852668566818499,-0.017
1747852668574505551,0.004
1747852668582192603,0.029
1747852668589879655,0.046
1747852668597566707,0.073
1747852668605253759,0.105
1747852668612940811,0.13
1747852668620627863,0.155
1747852668628314915,0.177
1747852668636001967,0.199
1747852668643689019,0.209
1747852668651376071,0.209
1747852668659063123,0.194
1747852668666750175,0.17400000000000002
1747852668674437227,0.15
1747852668682124279,0.12
1747852668689811331,0.081
1747852668697498383,0.029
1747852668705185435,-0.029
1747852668712872487,-0.093
1747852668720559539,-0.152
1747852668728246591,-0.201
1747852668735933643,-0.23600000000000002
1747852668743620695,-0.253
1747852668751307747,-0.26
1747852668758994799,-0.253
1747852668766681851,-0.246
1747852668774368903,-0.241
1747852668782055955,-0.233
1747852668789743007,-0.224
1747852668797430059,-0.219
1747852668805117111,-0.211
1747852668812804163,-0.20400000000000001
1747852668820491215,-0.196
1747852668828178267,-0.192
1747852668835865319,-0.189
1747852668843552371,-0.184
1747852668851239423,-0.182
1747852668858926489,-0.182,83,694
1747852668866613192,-0.182
1747852668874299895,-0.179
1747852668881986598,-0.179
1747852668889673301,-0.177
1747852668897360004,-0.177
1747852668905046707,-0.177
1747852668912733410,-0.177
1747852668920420113,-0.17200000000000001
1747852668928106816,-0.169
1747852668935793519,-0.17200000000000001
1747852668943480222,-0.177
1747852668951166925,-0.177
1747852668958853628,-0.164
1747852668966540331,-0.15
1747852668974227034,-0.14
1747852668981913737,-0.132
1747852668989600440,-0.115
1747852668997287143,-0.10300000000000001
1747852669004973846,-0.123
1747852669012660549,-0.155
1747852669020347252,-0.162
1747852669028033955,-0.147
1747852669035720658,-0.14
1747852669043407361,-0.137
1747852669051094064,-0.132
1747852669058780767,-0.13
1747852669066467470,-0.13
1747852669074154173,-0.147
1747852669081840876,-0.196
1747852669089527579,-0.246
1747852669097214282,-0.096
1747852669104900985,0.443
1747852669112587688,1.238
1747852669120274391,1.836
1747852669127961094,1.383
1747852669135647797,-0.091
1747852669143334500,-0.765
1747852669151021203,-0.23800000000000002
1747852669158707906,-0.054
1747852669166394609,-0.292
1747852669174081312,-0.233
1747852669181768015,-0.132
1747852669189454718,-0.187
1747852669197141421,-0.177
1747852669204828124,-0.11800000000000001
1747852669212514827,-0.115
1747852669220201530,-0.108
1747852669227888233,-0.076
1747852669235574936,-0.056
1747852669243261639,-0.041
1747852669250948342,-0.014
1747852669258635045,0.007
1747852669266321748,0.029
1747852669274008451,0.061
1747852669281695154,0.091
1747852669289381857,0.12
1747852669297068560,0.15
1747852669304755263,0.177
1747852669312441966,0.199
1747852669320128669,0.211
1747852669327815372,0.209
1747852669335502075,0.196
1747852669343188778,0.177
1747852669350875481,0.152
1747852669358562184,0.12
1747852669366248887,0.078
1747852669373935590,0.022
1747852669381622293,-0.049
1747852669389308996,-0.115
1747852669396995699,-0.169
1747852669404682402,-0.214
1747852669412369105,-0.241
1747852669420055868,-0.253
1747852669427742571,-0.256
1747852669435429274,-0.248
1747852669443115977,-0.23800000000000002
1747852669450802680,-0.228
1747852669458489383,-0.221
1747852669466176086,-0.211
1747852669473862789,-0.20400000000000001
1747852669481549492,-0.196
1747852669489236195,-0.189
1747852669496922898,-0.184
1747852669504609601,-0.179
1747852669512296304,-0.177
1747852669519983007,-0.17400000000000002
1747852669527669710,-0.17200000000000001
1747852669535356413,-0.17200000000000001
1747852669543043116,-0.169
1747852669550729819,-0.169
1747852669558416522,-0.167
1747852669566103225,-0.167
1747852669573789928,-0.164
1747852669581476631,-0.16
1747852669589163334,-0.157
1747852669596850037,-0.155
1747852669604536740,-0.152
1747852669612223443,-0.155
1747852669619910146,-0.16
1747852669627596849,-0.157
1747852669635283552,-0.145
1747852669642970255,-0.128
1747852669650656958,-0.115
1747852669658343661,-0.11
1747852669666030364,-0.093
1747852669673717067,-0.083
1747852669681403770,-0.105
1747852669689090473,-0.135
1747852669696777176,-0.137
1747852669704463879,-0.125
1747852669712150582,-0.12
1747852669719837285,-0.115
1747852669727523988,-0.11
1747852669735210691,-0.105
1747852669742897394,-0.108
1747852669750584097,-0.125
1747852669758270800,-0.177
1747852669765957503,-0.228
1747852669773644206,-0.066
1747852669781330909,0.484
1747852669789017612,1.287
1747852669796704315,1.873
1747852669804391018,1.358
1747852669812077721,-0.13
1747852669819764424,-0.731
1747852669827451127,-0.199
1747852669835137830,-0.061
1747852669842824533,-0.28500000000000003
1747852669850511236,-0.20600000000000002
1747852669858197939,-0.11800000000000001
1747852669865884642,-0.17400000000000002
1747852669873571345,-0.157
1747852669881258048,-0.1
1747852669888944751,-0.10300000000000001
1747852669896631454,-0.091
1747852669904318157,-0.056
1747852669912004860,-0.039
1747852669919691563,-0.024
1747852669927378266,0.002
1747852669935064969,0.027
1747852669942751672,0.049
1747852669950438375,0.078
1747852669958125078,0.105
1747852669965811781,0.132
1747852669973498484,0.164
1747852669981185247,0.192,84,670
1747852669988871950,0.209,,656
1747852669996558653,0.216
1747852670004245356,0.214
1747852670011932059,0.201
1747852670019618762,0.182
1747852670027305465,0.155
1747852670034992168,0.123
1747852670042678871,0.081
1747852670050365574,0.024
1747852670058052277,-0.041
1747852670065738980,-0.108
1747852670073425683,-0.162
1747852670081112386,-0.20400000000000001
1747852670088799089,-0.231
1747852670096485792,-0.243
1747852670104172495,-0.246
1747852670111859198,-0.23600000000000002
1747852670119545901,-0.226
1747852670127232604,-0.219
1747852670134919307,-0.209
1747852670142606010,-0.199
1747852670150292713,-0.194
1747852670157979416,-0.187
1747852670165666119,-0.182
1747852670173352822,-0.179
1747852670181039525,-0.177
1747852670188726228,-0.17200000000000001
1747852670196412931,-0.17200000000000001
1747852670204099634,-0.17200000000000001
1747852670211786337,-0.169
1747852670219473040,-0.167
1747852670227159743,-0.167
1747852670234846446,-0.164
1747852670242533149,-0.162
1747852670250219852,-0.162
1747852670257906555,-0.16
1747852670265593258,-0.157
1747852670273279961,-0.155
1747852670280966664,-0.152
1747852670288653367,-0.147
1747852670296340070,-0.145
1747852670304026773,-0.15
1747852670311713476,-0.155
1747852670319400179,-0.147
1747852670327086882,-0.132
1747852670334773585,-0.113
1747852670342460288,-0.1
1747852670350146991,-0.091
1747852670357833694,-0.083
1747852670365520397,-0.088
1747852670373207100,-0.115
1747852670380893803,-0.137
1747852670388580506,-0.132
1747852670396267209,-0.12
1747852670403953912,-0.11800000000000001
1747852670411640615,-0.115
1747852670419327318,-0.11
1747852670427014021,-0.105
1747852670434700724,-0.113
1747852670442387427,-0.14
1747852670450074130,-0.20600000000000002
1747852670457760833,-0.219
1747852670465447536,0.066
1747852670473134239,0.728
1747852670480820942,1.5230000000000001
1747852670488507645,1.836
1747852670496194348,0.881
1747852670503881051,-0.504
1747852670511567754,-0.598
1747852670519254457,-0.076
1747852670526941160,-0.152
1747852670534627863,-0.28300000000000003
1747852670542314626,-0.152,84,673
1747852670550001747,-0.135
1747852670557688868,-0.182
1747852670565375989,-0.135
1747852670573063110,-0.1
1747852670580750231,-0.10300000000000001
1747852670588437352,-0.081
1747852670596124473,-0.054
1747852670603811594,-0.039
1747852670611498715,-0.017
1747852670619185836,0.007
1747852670626872957,0.029
1747852670634560078,0.051000000000000004
1747852670642247199,0.081
1747852670649934320,0.108
1747852670657621441,0.137
1747852670665308562,0.164
1747852670672995683,0.187
1747852670680682804,0.201
1747852670688369925,0.20600000000000002
1747852670696057046,0.199
1747852670703744167,0.182
1747852670711431288,0.162
1747852670719118409,0.135
1747852670726805530,0.10300000000000001
1747852670734492651,0.061
1747852670742179772,0.002
1747852670749866893,-0.059000000000000004
1747852670757554014,-0.11800000000000001
1747852670765241135,-0.169
1747852670772928256,-0.209
1747852670780615377,-0.231
1747852670788302498,-0.23800000000000002
1747852670795989619,-0.23600000000000002
1747852670803676740,-0.231
1747852670811363861,-0.221
1747852670819050982,-0.211
1747852670826738103,-0.20400000000000001
1747852670834425224,-0.196
1747852670842112345,-0.192
1747852670849799466,-0.184
1747852670857486587,-0.179
1747852670865173708,-0.177
1747852670872860829,-0.17400000000000002
1747852670880547950,-0.169
1747852670888235071,-0.167
1747852670895922192,-0.169
1747852670903609313,-0.169
1747852670911296434,-0.167
1747852670918983555,-0.167
1747852670926670676,-0.164
1747852670934357797,-0.164
1747852670942044918,-0.162
1747852670949732039,-0.16
1747852670957419160,-0.157
1747852670965106281,-0.155
1747852670972793402,-0.152
1747852670980480523,-0.147
1747852670988167644,-0.14200000000000002
1747852670995854765,-0.14200000000000002
1747852671003541886,-0.145
1747852671011229007,-0.145
1747852671018916128,-0.137
1747852671026603249,-0.11800000000000001
1747852671034290370,-0.093
